Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Toilets,Date Listed,Prices
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,0.0,2026-06-17,54676800
3 Bedroom Flat,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,0,0.0,2026-06-17,35000000
Magnificent One Bedroom Flat,Victoria Bay 1 Inside Royal Pine Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-06-16,5000000
Spacious Two Bedroom Apartment Available,Kunsela Ikate Lekki Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-02,8000000
3 Units Of 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-01-26,14500000
Super Spacious Studio Apartment With 24hrs Power,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-09,3300000
2 Bedroom Apartment,Nicon Town Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,0.0,2026-02-10,5000000
2 Bedroom Flat,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2.0,2026-04-16,35000000
Executive Shared Apartment,Greenfield Estate Ago Palace Okota Lagos,Detached / Semi-Detached Duplex,Okota,Lagos,0,0,0.0,2026-06-20,1300000
Furnished 2 Bedroom Apartment With Pool,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,0.0,2026-06-22,18000000
Shared Apartment,"Magmoind Estate, Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-22,1500000
Sem Master's Bedroom,"Emcel Garden Estate, Orchid Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-22,2000000
Mini Flat,Dpk Estate' Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,0.0,2026-06-22,5000000
Spacious Mini Flat,Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,0.0,2026-06-22,5000000
Spacious Masters Bedroom,Lekki County Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-22,3000000
2 Bedroom Apartment,Abule Egba Lagos,Detached / Semi-Detached Duplex,Abule Egba,Lagos,0,0,0.0,2025-08-25,2000000
Newly Built 2 Bedroom Flat,Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,0.0,2025-08-25,5500000
Decent 2 Bedroom Flat With Bq Penthouse,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2.0,2026-02-12,14000000
Serviced 2 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2.0,2026-02-09,15000000
Spacious Room Self Contained,Egan Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,0.0,2026-05-20,700000
2 Units Of 4 Bedroom Apartment,Awuse Estate Opebi Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,4,0,0.0,2026-02-26,7500000
Furnished 3 Bedroom Flat,Carlton Gate Estate Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-15,14000000
Fully Furnished 2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2.0,2026-05-14,35000000
Fully Furnished And Serviced 3 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-03,10000000
Spacious 3 Bedroom Apartment,Off Okunola Egbeda Alimosho Lagos,Detached / Semi-Detached Duplex,Alimosho,Imo,3,0,0.0,2026-04-21,2500000
Serviced 2 Bedroom Flat,Off Tf Kuboye Road Victoria Island Extension Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,0,0.0,2026-04-15,8500000
Spacious 2 Bedroom Apartment,Abraham Adesanya Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-03-20,4500000
Furnished 2 Bedroom Apartment,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-22,6500000
Fully Serviced 3 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-02-25,15000000
Brand New 2 Bedroom Apartment,"Miracle Avenue Estate, Sangotedo Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Edo,2,2,2.0,2026-02-25,4000000
Furnished 3 Bedroom Apartment With Bq,Olugbosi Close Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-02-25,35000000
Unique 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,0.0,2026-02-25,12000000
2 Bedroom Apartment,Greenville Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-02-23,3000000
Spacious Studio Apartment,Lekki County Homes Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-10,2800000
Newly Built 2 Bedroom Apartment,Agric Road Of Oko Aba Road Abule Egba Abule Egba Lagos,Detached / Semi-Detached Duplex,Abule Egba,Lagos,2,2,2.0,2026-02-18,3500000
2 Bedroom Flat,"In Access Code Mini Estate, Tyndale Mews Estate Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-07,6000000
2 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-07,12000000
Newly Renovated 3 Bedroom Flat With Bq,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-05-06,25000000
Serviced Studio Apartment With Open Kitchen,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-23,2800000
2 Bedroom Flat,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-05-06,2500000
Newly Built 2 Bedroom Flat,Harmony Garden Estate Abijo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-05-02,2500000
Room In A Shared Apartment,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2025-12-19,1600000
Lovely Studio Apartment,Van Daniels Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2025-08-20,2500000
Shared Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2025-10-04,1500000
Serviced 2 Bedroom Apartment Upstairs,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-03-03,4500000
Stand Alone 1bedroom Miniflat,Ikota Villa Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-10,3300000
Unfurnished Studio Apartment,Osapa London Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-10,3400000
Spacious Madam Room,Oral Estate Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-12,2000000
1bedroom Miniflat With Big Kitchen,Orchid Road Apple ?? Wood Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-10,4000000
Massive 3 Bedroom Flat,Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,0,0.0,2026-05-03,5500000
1 Bedroom Apartment,Millennial Estate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-03-02,4600000
1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-03-02,6000000
2 Bedroom Apartment,Grenville Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-02-26,3500000
Newly Built Spacious 2 Bedroom Flat With Pop,"Off Oko Aba Road, And Also Very Close To Fagba Bustop, Oko Oba Road Agege Lagos",Detached / Semi-Detached Duplex,Agege,Lagos,2,2,2.0,2026-03-03,3500000
Newly Built 1 Bedroom Apartment,Very Close To Arshafa Bustop Dopemu Agege Lagos,Detached / Semi-Detached Duplex,Agege,Lagos,1,2,2.0,2026-03-09,1000000
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-03-12,17000000
3 Bedroom Flat With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-04-23,30000000
Newly Built 2 Bedroom Flat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-23,6000000
2 Bedroom Flat,Westwood Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-05-13,3000000
2 Bedroom Flat,In An Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-13,8000000
3 Bedroom Flat,Magodo Gra Phase 1 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,3,0,0.0,2026-05-10,5000000
2 Bedroom Apartment,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-12,5500000
1 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-04-24,7500000
2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-24,12000000
Beautiful 3 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-04-21,18000000
Newly Built 3 Bedroom Flat,Majek Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,3,3,3.0,2026-04-28,3500000
2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-23,14000000
1 Bedroom Flat,Osborne Foreshore Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,1,0,0.0,2026-04-19,15000000
Spacious 3 Bedroom Flat,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-04-17,25000000
Newly Built 2 Bedroom Flat,Ogunfayo Awoyaya Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-04-18,3500000
Luxury 3 Bedroom Flat With Bq,Lekki Phase 1 Lekki Lagos,Luxury Apartment,Lekki,Lagos,3,3,3.0,2026-04-22,22000000
Serviced 3 Bedroom Flat With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-05-05,15000000
Serviced And Ultra Luxury 3 Bedroom Flat,Osapa London Lekki Lagos,Luxury Apartment,Lekki,Lagos,3,3,3.0,2026-06-07,10000000
Relatively New Mini Flat,Charley Boy Gbagada Lagos,Mini Flat,Gbagada,Lagos,1,0,0.0,2026-06-07,3000000
Luxury 28 Units Of Serviced 3 Bedroom Flat,Glover Road Old Ikoyi Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,3,3,3.0,2026-06-04,45000000
Ultra Modern Serviced 3 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-07,20000000
Newly Built 2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-09,13000000
Self Serviced 2 Bedroom Apartment,Brown Stone Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-11,8500000
3 Bedroom Apartment,Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,3,3,3.0,2026-02-11,4500000
Serviced 1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-03-27,5000000
Lovely & Fully Furnished Studio Apartment With Pool,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2025-08-03,5000000
Mini Flat,Royal Pine Estate Orchid Road Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-05-10,5000000
Excellent 3 Bedroom Apartment,"Cadogan Estate, Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,0.0,2026-04-09,8500000
Serviced 3 Bedroom Flat With Bq,Gerard Road Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-02-26,30000000
2 Bedroom Flat,Oke Ira Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,2,2.0,2026-04-27,2500000
Mini Flat,Estate Beside Domino Pizza Agungi Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,0.0,2026-04-27,4600000
3 Bedroom Apartment,"Off Admiralty Way, Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-05-05,15000000
Furnished 2 Bedroom Apartment With Gym,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-17,17000000
2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-18,7500000
2 Bedroom Apartment,Chevron Toll Gate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-18,6000000
2 Bedroom Water View Apartment,Horizon Cyber Villa Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-18,14000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-02-20,45000000
Sharp 3 Bedroom Apartment,Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-02-19,5500000
Standard 3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-04-04,35000000
Ultra Luxury Mini Flat,Lekki Scheme 2 Ajah Lagos,Mini Flat,Ajah,Lagos,1,0,0.0,2026-04-03,3000000
Furnished 2 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-06,10000000
3 Bedroom Apartment,Vi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,0.0,2026-03-02,45000000
Newly Built 3 Bedroom Executive Apartment,Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,3,0,0.0,2026-03-23,7000000
Furnished 2 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,0,0.0,2026-03-09,35000000
Spacious 2 Bedroom Flat,"Ikota Villa Estate, Ikota Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-01-29,5000000
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-01-31,37000000
3 Bedroom Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-01-31,7000000
Spacious 3 Bedroom Apartment,Freedom Way Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Edo,3,3,3.0,2026-04-03,10000000
Spacious One Bedroom Penthouse,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-04-03,7000000
Serviced 3 Bedroom Apartment,Chevyview Estate Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-03-30,6500000
3 Bedroom Apartment,Eleganza Garden Vgc Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,0.0,2026-01-15,5500000
Newly Built 2 Bedroom Apartment,Abraham Adesanya Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-01-15,5000000
Brand New Serviced 3 Bedroom Flat,In An Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-03-23,5000000
2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2.0,2026-03-24,25000000
Executive 2 Bedroom Apartment,Elegushi Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-03-27,7500000
Well Maintained 3 Bedroom Flat,Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,3,0,0.0,2026-03-28,7000000
Spacious 4 Bedroom Serviced Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,4.0,2026-03-21,40000000
Luxury 2 Bedroom Apartment,Omole Phase 1 Ojodu Lagos,Luxury Apartment,Ojo,Lagos,2,2,2.0,2026-03-29,6500000
1 Bedroom Flat,Thera Peace Estate Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,1,0,0.0,2026-03-25,3500000
Luxury 2 Bedroom Apartment With Bq,Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,2,0,0.0,2026-01-22,45000000
Luxurious Furnished 3 Bedroom Apartment,Oniru Estate Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,0.0,2026-01-22,30000000
3 Bedroom Apartment,Millenuim Ups Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,3,0,0.0,2026-01-21,9000000
Spacious Mini Flat,Chevyview Estate Chevron Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-04-11,4500000
Mini Flat,Old Ikoyi Ikoyi Lagos,Mini Flat,Ikoyi,Lagos,0,0,0.0,2025-12-31,6000000
2 Bedroom Apartment,After Roundabout Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-03-17,5000000
3 Bedroom Apartment,Abijo Gra Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-03-17,3000000
Magnificent 3 Bedroom Apartment With Bq,"Bella Vista, Banana Island Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-03-16,50000000
Mini Flat,Chevron Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,0.0,2026-03-12,3500000
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2.0,2026-05-11,30000000
Nice 2 Bedroom Flat,"Off Omole Phase 2, Ojodu Lagos",Detached / Semi-Detached Duplex,Ojo,Lagos,2,0,0.0,2026-02-05,4500000
Spacious 3 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-02-05,6000000
Newly Renovated 2 Bedroom Apartment,"In An Estate At College Road, Ifako Ogba Ogba Lagos",Detached / Semi-Detached Duplex,Ogba,Lagos,2,2,2.0,2026-02-03,5000000
Furnished 2 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-02,6500000
3 Bedroom Apartment,Magodo Gra Phase 1 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,3,0,0.0,2026-02-04,6000000
3 Bedroom Apartment,Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-02-02,23000000
Spacious 3 Bedroom Apartment,Pinnock Beach Estate Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-02-11,10000000
Standard Serviced 3 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-02-12,20000000
3 Bedroom Flat,Idejo Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-03-07,25000000
3 Bedroom Apartment,Off Emmanuel Keshi Magodo Gra Phase 2 Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Kosofe Ikosi,Lagos,3,3,3.0,2026-03-06,8000000
2 Bedroom Flat,Omole Phase 1 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,2,2.0,2026-03-09,6000000
3 Bedroom Flat Upper Floor,Millenium Estate Festac Amuwo Odofin Lagos,Detached / Semi-Detached Duplex,Amuwo Odofin,Lagos,3,3,3.0,2026-05-06,4000000
A Room In A Shared Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2025-08-15,2000000
Fully Serviced 3 Bedroom Penthouse With Bq,Behind Blenco Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-22,14000000
Mini Flat,Oniru Victoria Island Lagos,Mini Flat,Victoria Island,Lagos,1,1,1.0,2026-03-17,5000000
Mini Flat,Grenville Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,1.0,2026-03-27,2000000
Mini Flat Apartment,Ibadan Oyo,Mini Flat,Ibadan,Oyo,0,0,0.0,2025-11-20,700000
Mini Flat,Greenland Estate Olokonla Ajah Lagos,Mini Flat,Ajah,Lagos,1,0,0.0,2026-05-15,2000000
5 Bedroom Detached Duplex With Bq,Ikate Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,5,5.0,2026-05-09,25000000
Mini Flat,New Road Alpha Beach Road Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,0.0,2026-04-07,3000000
Standard 2 Bedroom Apartment,K Farm Estate Obawole Ifako Ogba Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,0,0.0,2026-04-04,3000000
Lovely & Renovated 2 Bedroom Flat,Alaka Estate Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,2,2.0,2026-06-04,2500000
Newly Built Studio Apartment,Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,0,0.0,2025-11-21,1300000
Fully Furnished Studio Apartment,Buena Vista Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-21,2200000
Newly Built 3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-02-20,50000000
Ultra Luxury 2 Bedroom Apartment,Abraham Adesanya Estate Ajah Lagos,Luxury Apartment,Ajah,Lagos,2,2,2.0,2026-06-19,6000000
Sharp Mini Flat,Bucknor Isolo Lagos,Mini Flat,Isolo,Lagos,0,0,0.0,2026-06-20,1000000
Studio Apartment,Gra Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-22,2200000
2 Bedroom Flat,Majek Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,2,0,0.0,2026-02-04,2500000
2 Bedroom Apartment,Harmony Estate Ado Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,0,0.0,2026-01-24,1700000
Spacious 3 Bedroom Flat,Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,0,0.0,2026-04-22,4000000
3bedroom Duplex In Victoria Island With Bq,Off Adeola Odeku Adeola Odeku Victoria Island Lagos,Terraced Duplex,Victoria Island,Lagos,3,3,3.0,2026-06-11,25000000
3 Bedroom Flat With Pop,Onipetesi Estate By Punch Mangoro Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,3,3,3.0,2026-03-06,5000000
2 Bedroom Flat,Ogba Central Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,2,2.0,2026-05-07,3500000
Executive 3 Bedroom Flat,Harmony Estate Langbasa Ado Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-06-13,3500000
Brand New 2 Bedroom Flat,Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-06-05,5000000
Mini Flat,Ojodu Abiodun Ojodu Lagos,Mini Flat,Ojo,Lagos,1,0,0.0,2026-04-20,1700000
Luxury 4 Bedroom Apartment,Kofo Abayomi Victoria Island Lagos,Luxury Apartment,Victoria Island,Lagos,4,4,4.0,2026-06-15,50000000
Standard 2 Bedroom Flat,"Dideolu Estate, Victoria Island Lagos",Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2.0,2026-04-26,15000000
Mini Flat,Abule Egba Lagos,Mini Flat,Abule Egba,Lagos,0,0,0.0,2026-01-14,600000
2 Bedroom Apartment,Ejigbo Lagos,Detached / Semi-Detached Duplex,Ejigbo,Lagos,0,0,0.0,2026-04-21,2500000
3 Bedroom Apartment With Bq,Location:: Old Lkoyi Lagos Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-06-22,40000000
Mini Flat,Bucknor Isolo Lagos,Mini Flat,Isolo,Lagos,1,1,1.0,2026-03-28,1300000
Newly Built Room Self Contained,Phase 1 Magodo Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Kosofe Ikosi,Lagos,1,1,1.0,2026-04-21,1000000
Tastefully Finished 4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-01-06,35000000
Spacious 2 Bedroom Apartment,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-05,6500000
Furnished 3 Bedroom Flat,Ojodu Road Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,3,3,3.0,2026-05-12,9000000
Furnished 2 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-12,23000000
2 Bedroom Flat,Off Abaranje By Better Life Abaranje Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,2,0,0.0,2026-04-28,2000000
Mini Flat,Orchid Royal Pine Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-04-30,4500000
Mini Flat,Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,0,0,0.0,2026-05-20,1000000
3 Bedroom Apartment,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,0.0,2026-04-24,8000000
Newly Built 3 Bedroom Apartment,Alausa Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,3,0,0.0,2026-04-11,5000000
3 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,0.0,2026-03-27,40000000
