Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Date Listed,Prices
Standard 2bedroom Flat Apartment,Orchid Road Lekki Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-29,5500000
5 Bedroom Fully Detached Duplex With A Room Bq,"Omole Phase 2, Lagos Kosofe Ikosi Lagos",Terraced Duplex,Kosofe Ikosi,Lagos,6,6,2026-06-22,20000000
Newly Built 2 Bedroom Flat,Area 1 By Old Secretariat Garki 1 Abuja,Detached / Semi-Detached Duplex,1,Abuja,2,2,2026-05-18,6000000
"Large Master Jaccuzi, Balcony,20hrs Powr, Swimming Pool",Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-02,2800000
Brand New Mini Flat,Royal Palmwill Estates Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,2026-04-11,1700000
Newly Built 1 Bedroom Apartment,Gaduwa Estate Gaduwa Abuja,Detached / Semi-Detached Duplex,Gaduwa,Abuja,1,2,2026-05-09,3000000
Spacious 2 Bedroom Flat In Salem Ikate Lekki,Salem Ilasan Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-08,8500000
Service 3bedroom Flat In An Eatate In Agungi,An Estate In Agungi Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-09,8000000
Luxury 2 Bedroom Apartment,Ikate Lekki Phase 1 Lekki Lagos,Luxury Apartment,Lekki,Lagos,2,2,2026-05-20,4000000
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-03-13,20000000
Well Maintained 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-17,10000000
Serviced 4 Bedroom Penthouse On 3 Floors With 1 Room Bq,Lekki Right Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,4,5,2026-06-10,20000000
Furnished 2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-02-22,25000000
Studio Apartment,Chevy View Estate Lekki Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-18,5000000
3 Bedroom Apartment,Ologolo Lekki Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-03-18,10000000
Mini Flat,Gracefield Royal Pine Estate Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-04-27,5000000
Newly Built 2 Bedroom Flat,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-12,8000000
Standard 2 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-06,10000000
Mini Flat,Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-04-07,3000000
2 Bedroom Flat,Ikate Lekki Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-10,11000000
Newly Built 2 Bedroom Flat,Spg Road Igbo Efon Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-25,6500000
Service 2 Bedroom Flat,"Agungi Estate, Agungi Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-26,5000000
Studio Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-01,4500000
Newly Built 2 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-09,6500000
Standard 3 Bedroom Flat With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-02-09,16000000
Standard 2 Bedroom Flat,"Horizon 1, Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-02-12,120000000
Studio Apartment,New Road/igbo Efon Lekki Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-20,3000000
3 Bedroom Flat,Spg Road Off Ologolo Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-02-20,7000000
Standard Mini Flat,Chevy View Estate Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2025-11-06,3500000
Standard Room Self Contained,Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-11-13,2000000
Furnished Studio Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-11-19,850000
Studio Apartment,Chevy View Estate Lekki Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-12-07,2200000
Furnished Room In Shared Apartment,Chevron Alternative Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-10-07,1700000
Master Bedroom In A Shared Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-10-10,3500000
Furnished Studio Apartment,Victoria Crest 4 Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-10-23,3000000
A Room In A Shared Apartment,"Cluster 1 Estate, Ikota Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-08-15,1600000
Furnished Studio Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-09-17,850000
Studio Apartment,Igbo Efon Lekki Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-12-28,3000000
Furnished Studio Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-01-10,5000000
Brand New 2bedroom Flat Apartment,Idado/agungi Estate Lekki Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-04,7000000
Standard 2bedroom Flat Apartment,Atlantic View Estate Igbo Efon Lekki Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-05,6500000
Standard 3bedroom Flat Apartment,Agungi Estate Lekki Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-09,7000000
Newly Built 2bedroom Flat Apartment,"Atlantic View Estate, New Road Lekki Igbo Efon Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-28,5000000
Brand New Standard Mini Flat Apartment,"Igbo Efon, Atlantic View Estate Lekki Igbo Efon Lekki Lagos",Mini Flat,Lekki,Lagos,1,1,2026-05-28,4000000
3 Bedroom Apartment,"Gwarinpa Main, Abuja Gwarinpa Abuja",Detached / Semi-Detached Duplex,Gwarinpa,Abuja,3,4,2026-03-24,10000000
"Large Single Room With 20hrs Powr, Close To Road",Secured Eatate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-02,1800000
"Spacious Studio With Private Kitchen, 20hrs Powr",Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-06-02,3500000
Spacious Single Room Upstairs,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-02,2000000
"Extra Large Master With 20hrs Powr, Balcony",Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-02,3500000
Extra Large Miniflat (master Bed And Separate Palor),Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-02,3500000
Extra Large Master Studio For 9 Months With Balcony,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-02,2600000
Large Single Room Upstairs,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-06-02,2000000
Mini Flat,"Sunny Villa Estate, Ado Roundabout Ado Ajah Lagos",Mini Flat,Ajah,Lagos,0,0,2025-08-19,1500000
Mini Flat,"Unity Estate, Badore Ajah Lagos",Mini Flat,Ajah,Lagos,0,0,2025-09-22,1000000
New Mini Flat,"Unity Estate, Badore Ajah Lagos",Mini Flat,Ajah,Lagos,0,0,2025-09-22,1500000
2 Bedroom Flat,Remlek Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2025-10-06,2000000
Room In A Shared Apartment,Dockville Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2025-10-14,900000
Room Self Contained,Main Gwarinpa Abuja,Detached / Semi-Detached Duplex,Gwarinpa,Abuja,1,0,2025-12-09,1700000
Top Notch 2 Bedroom Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-02-19,7000000
Serviced 2 Bedroom Apartment,Admiralty Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-02-16,25000000
Mini Flat Apartment,Unity Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-05-02,1300000
Mini Flat,Rockstone Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-04-22,1600000
Lovely Newly Built Mini Flat,"Off Oriola Street, Alapere Kosofe Ikosi Lagos",Mini Flat,Kosofe Ikosi,Lagos,1,1,2026-03-11,2200000
Executive Spacious Mini Flat,Ogudu Orike Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,1,2026-06-10,2500000
One Room Shared Apartment,Peace Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2025-08-13,650000
Mini Flat,Unity Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-01-20,1500000
Luxury Self Contained In A Shared Apartment,Seaside Badore Ajah Lagos,Luxury Apartment,Ajah,Lagos,0,0,2026-01-30,800000
Room Self Contained In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-01,1300000
Room Self Contained In A Shared Apartment,Seaside Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-02,850000
2 Bedroom Flat,Nike Art Gallery Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-01-15,6000000
Parlour Space,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-09-20,1300000
Luxurious Mini Flat,"Orchid Road, Lekki Phase 2 Lekki Lagos",Mini Flat,Lekki,Lagos,0,0,2026-01-16,4000000
3 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-01-15,16000000
2 Bedroom Flat,"By Friends Colony, Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-08-15,8500000
16 Units Of Brand New 2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-08-21,14000000
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,Terraced Duplex,Lekki,Lagos,4,0,2026-03-23,12000000
Room And Palour Self Contained,"Hsrris Drive, Vgc Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-23,4500000
Fully Serviced 3 & 4 Bedroom Penthouse,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-17,25000000
Furnished 1 Bedroom Apartment,"Off Admiralty Road, Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-03-19,12000000
Newly Built 2 Bedroom Apartment,Maplewood Estate New Oko Oba Agege Lagos,Detached / Semi-Detached Duplex,Agege,Lagos,2,0,2026-03-19,5000000
2 Bedroom Apartment,Omole Phase 2 Lagos Omole Phase 2 Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,2,0,2026-03-24,5000000
Newly Built 3 Bedroom Apartment,Thomas Estate Ajah Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-03-18,5500000
Three Bedroom Apartment,Seaside Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,4,2026-06-12,3500000
Large Single Room In A Shared Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-03,1600000
Luxury Furnished 2 Bedroom Flat,Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,2,2,2026-04-03,35000000
Shared Apartment,Mega Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-09,800000
Specious 2 Bedroom Apartment,"Seaside Estate, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-25,2500000
One Room Shared Apartment,Seaside Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-04-15,800000
2 Bedroom Flat,Seaside Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-04-15,2000000
New 2 Bedroom Flat,Rockstone Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-04-17,3000000
Specious 3 Bedroom Apartment,Unity Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-23,3500000
Relatively New 2 Bedroom Apartment,Oke Ira Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,0,0,2026-02-26,3500000
Mini Flat,Off Admiralty Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-03-25,8000000
Single Room,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-25,2500000
"Extra Large Master Upstairs,20hrs Powr",Abraham Adesanya Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-03-25,1300000
Studio,Royal Pine Close To Express Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-25,210000
Studio,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-25,750000
Clean 2 Bedroom Apartment,"Seaside Estate, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-01-19,2500000
2 Bedroom Apartment,Remlek Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-06,2500000
Studio Room Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-06,2000000
1 Room In A Shared Apartment,"Diamond Bricks Home, Orchid Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-19,2000000
3 Bedroom Apartment,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-24,3600000
Spacious Shared Apartment,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-03-27,900000
Luxury Room Downstairs,Orchid Lekki Lagos,Luxury Apartment,Lekki,Lagos,0,0,2026-04-11,1000000
Studio Apartment,Ikota Gra Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-04-23,2500000
Mini Flat,Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2026-04-07,3600000
Room Self Contained,Remlek Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-03-12,1000000
Luxurious Studio Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-23,2600000
Classic 3 Bedroom Apartment With Bq,"Eleganzer Estates, Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-10-28,10000000
Master Bedroom Studio Apartment Upstairs,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-12-02,3800000
A Standard Roomself Contain,"Off Pedro Road, Ladilak, Lagos Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-05-27,800000
Standard Studio Apartment,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-26,2800000
3 Bedroom Flat,Asokoro Abuja,Detached / Semi-Detached Duplex,Asokoro,Abuja,3,3,2026-04-30,8000000
Standard 3 Bedroom Flat,"Marshy Hill Estates Akins Ado Road, Ado Road Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-22,3000000
Clean And Spacious Miniflat,Ado Road Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,2,2026-06-22,2000000
Massive 2 Bedroom Flat,Onipanu Shomolu Lagos Onipanu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,2,2,2026-06-22,3000000
1 Bedroom Apartment,Orchid Road Lekki By Lekki Conversation Center Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-11,2500000
2 Bedroom Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-03-09,6000000
Standard Mini Flat,"Off Pedro Road, Ladilak, Shomolu, Lagos Shomolu Shomolu Lagos",Mini Flat,Shomolu,Lagos,1,1,2026-06-23,2200000
Newly Built Room Self Contain,"Off Pedro Road, Shomolu, Lagos Shomolu Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-06-22,1000000
Standard 2 Bedroom Flat,"Peace View Estates, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-22,3000000
A Standard Room Self Contained,"Ilaje, Bariga Lagos",Detached / Semi-Detached Duplex,Bariga,Lagos,1,1,2026-05-22,1000000
3 Bedroom Apartment,Vgc Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-01-30,6000000
Standard Miniflat,Power Line By Ado Round About Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-06-19,1700000
Luxury All Rooms En Suite 2 Bedroom,Sangotedo Ajah Lagos,Luxury Apartment,Ajah,Edo,2,2,2026-06-18,2000000
1 Bedroom Flat,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-29,3500000
"Spacious Studio Apartment,kitchen,water 22 24hrs Powr",Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-02,4000000
"Elegant Studio Apartment,kitchen,water 22 24hrs Powr",Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-02,3500000
Deluxe 1 Bedroom Miniflat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-14,3200000
Studio Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-06,3800000
Standard 1 Bedroom Miniflat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-08,6000000
Standard And Well Maintained Miniflat,"Alagomeji, Yaba Alagomeji Yaba Lagos",Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-06-11,4000000
"A Standard And Spacious Room Self Contain,","Off Morocco Road, Shomolu, Lagos Shomolu Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-06-10,1300000
2 Bedroom Apartment With Bq,Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2026-03-17,5000000
Brand New Contemporary 4 Bedroom Maisonette With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,4,4,2026-03-03,35000000
2 Bedroom Fully Furnished,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-18,25000000
2 Bedroom Flat,Banana Island Ikoyi Lagos Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-02-24,3500000
Mini Flat,Royal Palmwill Estates Remlek Badore Ajah Lagos Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-03-24,2000000
Mini Flat,Megamound Lekki County Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2026-04-04,3000000
Brand New Unfurnished Mini Flat Apartment,Villa Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2026-03-18,4000000
A Spacious Miniflat,"Off Newgarage Road, Bariga, Lagos Bariga Lagos",Detached / Semi-Detached Duplex,Bariga,Lagos,1,1,2026-05-27,1800000
A Standard Miniflat,"Off Pedro Road, Ladilak Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-06-01,2500000
A Spacious 2bed Apartment,"Off Market Street, Shomolu, Lagos Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,2,2,2026-06-01,3200000
A Very Decent And Standard Mini Flat,"Off Shipeolu Street, Shomolu, Lagos Shomolu Shomolu Lagos",Mini Flat,Shomolu,Lagos,1,1,2026-06-09,2000000
"An Executive, Standard, And Very Decent 2 Bedroom","Off Pedro Road, Gbagada, Lagos Shomolu Shomolu Lagos",Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2026-06-09,6000000
"To Let – 3 Bedroom Apartment In Ologolo, Lekki",Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-03,8000000
2 Bedroom Furnished Apartment For Rent In Ikate,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-15,15000000
3 Bedroom Flat For Rent In Ikota,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-13,5000000
Studio Apartment,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-20,3000000
Mini Flat,Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,2026-06-06,800000
Luxury 2 Bedroom Flat,Seaside Badore Ajah Lagos,Luxury Apartment,Ajah,Lagos,2,0,2026-05-05,3000000
"Nice Studio Apartment,kitchen,water 22 24hrs Powr",Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-02,3000000
Studio Apartment,"Prime Water View Estates,ajiran Mews Alone Pinnock Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-10,2500000
Room Self Contained,Gwarimpa Extension Gwarinpa Abuja,Detached / Semi-Detached Duplex,Gwarinpa,Abuja,1,0,2025-11-07,1600000
Room Self Contain,Gwarimpa Extension Gwarinpa Abuja,Detached / Semi-Detached Duplex,Gwarinpa,Abuja,1,0,2025-11-18,1500000
"Brand New Spacious Single Room, 20hrs Powr",Ikate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,2700000
Spacious Semi Master Bedroom In Ikate Lekki Lagos,Ikate Kusenla Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-08,3200000
Studio Apartment,"Westend, Lekki County Estate Ikota Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-04-23,1000000
Luxury Fully Furnished Studio Apartment,Sangotedo Ajah Lagos,Luxury Apartment,Ajah,Edo,0,0,2026-06-04,1800000
Big Spacious Studio Apartment,Agungi Estate Beside Friends Colony Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-08-16,2500000
2 Bedroom Flat,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,0,2026-03-05,3000000
Newly Built Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-09,2000000
Master Bedroom In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-09,2800000
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-03-09,13000000
Studio Apartment,Westgate Spg Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-10,3000000
Studio Apartment,Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-02-27,3500000
Mini Flat,Greenville Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,0,2026-03-02,2000000
2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-03-05,6000000
3 Bedroom Duplex,"Seaside Estate, Lekki Lagos",Terraced Duplex,Lekki,Lagos,3,0,2026-02-26,3500000
Furnished 2 Bedroom Flat,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,0,2026-02-26,35000000
Serviced 1 Bedroom Flat,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,1,2,2026-04-08,12000000
2 Bedroom Flat,Newton Estates Ogombo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-20,2500000
Mini Flat,Awoyaya Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2025-09-27,1500000
Spacious 3 Bedroom Flat,Mabushi Mabushi Abuja,Detached / Semi-Detached Duplex,Mabushi,Abuja,3,3,2026-06-01,8000000
Newly Built 3 Bedroom Apartment,Monastery Shoprite Road Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,3,3,2026-02-21,3500000
Boys Quarter,Westend Estate Lekki County Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-04-23,700000
Standard Self Contain,Wuse Zone Wuse 2 Abuja,Detached / Semi-Detached Duplex,2,Abuja,0,0,2026-05-23,1800000
Room Self Contain,Wuye Wuye Abuja,Detached / Semi-Detached Duplex,Wuye,Abuja,0,0,2026-04-08,2500000
Room Self Contain,Wuye Wuye Abuja,Detached / Semi-Detached Duplex,Wuye,Abuja,0,0,2026-04-08,2750000
Spacious Room Self Contained,Asokoro Main Asokoro Abuja,Detached / Semi-Detached Duplex,Asokoro,Abuja,0,0,2026-04-14,3000000
3 Bedroom Flat,Jabi Jabi Abuja,Detached / Semi-Detached Duplex,Jabi,Abuja,3,3,2026-05-07,8000000
